Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
立てる,"to stand up, to put up, to set up, to erect, to raise",立[た]てる,"Ichidan verb, Transitive verb","to thrust into, to bury into, to dig into; to make (a noise), to start (a rumour), to raise (a cloud of dust, etc.), to cause; to make, to establish, to set up, to develop, to formulate; to put up (a political candidate), to make (one's leader); to treat with respect, to give (someone) their due, to make (someone) look good, to avoid embarrassing (someone); to sharpen, to make clear; to shut, to close; to make tea (matcha), to perform the tea ceremony; to divide by; to do ... vigorously",jlpt-n4 jlpt-n4
寂しい,"lonely, lonesome, solitary, desolate",寂[さび]しい,I-adjective,,jlpt-n4 jlpt-n4
濡れる,to get wet,濡[ぬ]れる,"Ichidan verb, intransitive verb",,jlpt-n4 jlpt-n3 jlpt-n4 jlpt-n3
投げる,"to throw, to hurl, to fling, to toss, to cast",投[な]げる,"Ichidan verb, Transitive verb","to give up, to abandon, to throw away; to cast (a glance, shadow, doubt, etc.)",jlpt-n4 jlpt-n4
太る,"to grow fat (stout, plump), to become fat, to gain weight",太[ふと]る,"Godan verb with ru ending, intransitive verb",,jlpt-n4 jlpt-n4
寄る,"to approach, to draw near, to come near, to be close to",寄[よ]る,"Godan verb with ru ending, intransitive verb","to gather (in one place), to come together, to meet; to stop by (while on one's way to another place), to drop by, to make a short visit; to grow old, to grow high (number, etc.); to grow (wrinkly); to lean against, to recline on; to push one's opponent while holding their belt; to decide on a price and come to a deal; to be swayed by (a person), to yield to",jlpt-n4 jlpt-n4
歯医者,dentist,歯医者[はいしゃ],Noun,,jlpt-n4 jlpt-n4
参る,"to go, to come, to call",参[まい]る,"Godan verb with ru ending, intransitive verb","to be defeated, to collapse, to die; to be annoyed, to be nonplussed; to be madly in love; to visit (shrine, grave)",jlpt-n4 jlpt-n4
召し上がる,"to eat, to drink",召[め]し 上[あ]がる,"Godan verb with ru ending, Transitive verb",,jlpt-n4 jlpt-n4
珍しい,"unusual, rare, curious",珍[めずら]しい,I-adjective,"new, novel; fine (e.g. gift)",jlpt-n4 jlpt-n4
揺れる,"to shake, to sway, to waver",揺[ゆ]れる,"Ichidan verb, intransitive verb",,jlpt-n4 jlpt-n4
祈る,"to pray, to wish",祈[いの]る,"Godan verb with ru ending, Transitive verb",,jlpt-n4 jlpt-n4
硝子,"glass, pane",硝子[ガラス],Noun,vitreous,jlpt-n4
込む,"to be crowded, to be packed",込[こ]む,"Godan verb with mu ending, intransitive verb","to be complex; to go into, to put into, to remain (seated), to be plunged into (silence), to do thoroughly; to do intently; to continue in the same state",jlpt-n4 jlpt-n1 jlpt-n4 jlpt-n1
折る,"to break, to fracture, to break off, to snap off, to pick (e.g. flowers)",折[お]る,"Godan verb with ru ending, Transitive verb","to fold, to bend; to make (origami); to interrupt, to end",jlpt-n4 jlpt-n4
大学生,"university student, college student",大学生[だいがくせい],Noun,,jlpt-n4 jlpt-n4
お礼,"thanks, gratitude",お 礼[れい],Noun,"manners, etiquette; bow; reward, gift; ceremony, ritual",jlpt-n4 jlpt-n4
眠い,"sleepy, drowsy, somnolent",眠[ねむ]い,I-adjective,,jlpt-n4 jlpt-n4
それ程,"to that degree, to that extent, that much",それ 程[ほど],Adverb,,jlpt-n4 jlpt-n1
痩せる,"to become thin, to lose weight, to reduce (one's) weight, to slim",痩[や]せる,"Ichidan verb, intransitive verb","to be barren, to be infertile, to be sterile",jlpt-n4 jlpt-n4
偶に,"occasionally, once in a while, now and then, rarely, seldom",偶[たま]に,Adverb,,jlpt-n4 jlpt-n1
噛む,to bite,噛[か]む,"Godan verb with mu ending, Transitive verb","to chew, to gnaw, to masticate; to fumble one's words (esp. during a play, broadcast, etc.), to falter with one's words, to stutter, to stammer; to crash against (e.g. of waves), to break onto (shore); to engage (of cogs, zippers, etc.), to mesh, to fit together; to be involved in; to convince, to persuade",jlpt-n4 jlpt-n4
億,"10^8, 100,000,000, hundred million",億[おく],Numeric,,jlpt-n4 jlpt-n4
触る,"to touch, to feel",触[さわ]る,"Godan verb with ru ending, intransitive verb",,jlpt-n4 jlpt-n4
瓦斯,"gas (state of matter, e.g. poison gas, natural gas)",瓦斯[ガス],Noun,"gasoline, gas, petrol; dense fog, thick fog; gas stove, gas cooker, gas range; flatulence, gas, wind, fart",jlpt-n4
掏摸,pickpocket,掏摸[すり],Noun,,jlpt-n4 jlpt-n2
成程,"I see, that's right, indeed",成程[なるほど],"Expression, Adverb",,jlpt-n4
拾う,"to pick up, to find, to gather",拾[ひろ]う,"Godan verb with u ending, Transitive verb",,jlpt-n4 jlpt-n4
焼く,to burn,焼[や]く,"Godan verb with ku ending, Transitive verb","to roast, to broil, to grill, to bake, to toast, to barbecue; to heat, to heat up; to make (charcoal, pottery, bricks, etc.), to bake, to fire, to burn; to tan (i.e. suntan), to burn; to print (a photo), to burn (an optical disc); to be jealous of, to be envious of, to envy",jlpt-n4 jlpt-n4
割れる,"to break, to be smashed",割[わ]れる,"Ichidan verb, intransitive verb","to split, to crack, to fissure, to be torn; to be divided (opinion, vote, etc.), to split (e.g. of a party); to come to light, to become clear, to be identified, to be revealed; to be distorted (of a sound); to be divisible (without a remainder); to go below a minimum",jlpt-n4 jlpt-n4
些とも,not at all (neg. verb),些[ちっ]とも,Adverb,,jlpt-n4 jlpt-n1
お宅,"your house, your home, your family",お 宅[たく],Noun,your husband; your organization; you,jlpt-n4 jlpt-n4
折れる,"to break, to be broken, to snap, to fracture",折[お]れる,"Ichidan verb, intransitive verb","to be folded; to give in, to back down, to yield, to submit; to turn (a corner)",jlpt-n4 jlpt-n4
移る,"to move (house), to transfer (department)",移[うつ]る,"Godan verb with ru ending, intransitive verb","to change the target of interest or concern; to elapse (passage of time); to be permeated by a colour or scent; to be infected, to be contagious, to spread (as in fire)",jlpt-n4 jlpt-n4
光る,"to shine, to glitter, to be bright",光[ひか]る,"Godan verb with ru ending, intransitive verb",,jlpt-n4 jlpt-n4
植える,"to plant, to grow, to raise",植[う]える,"Ichidan verb, Transitive verb","to insert, to transplant, to implant, to set (type); to inoculate (e.g. an infectious agent); to instill (idea, value, etc.), to instil, to inculcate",jlpt-n4
差し上げる,"to give, to offer",差[さ]し 上[あ]げる,"Auxiliary verb, Ichidan verb, Transitive verb","to lift up, to hold up, to raise",jlpt-n4 jlpt-n4
字,character (i.e. kanji),字[じ],Noun,"""hand-writing, penmanship; the ... word (i.e. """"the L word"""" = """"love"""")""",jlpt-n4 jlpt-n4
焼ける,"to burn, to be roasted, to be heated, to be sunburnt, to fade (in the sun), to glow red (i.e. of the sky at sunset)",焼[や]ける,"Ichidan verb, intransitive verb","to be jealous, to be envious",jlpt-n4 jlpt-n4
取り替える,"to exchange, to replace",取[と]り 替[か]える,"Ichidan verb, Transitive verb",,jlpt-n4 jlpt-n4
お祝い,"congratulation, congratulations, celebration, festival, congratulatory gift",お 祝[いわ]い,"Noun, Suru verb",,jlpt-n4 jlpt-n4
乾く,to get dry,乾[かわ]く,"Godan verb with ku ending, intransitive verb",,jlpt-n4 jlpt-n4
釣る,"to fish, to angle, to catch",釣[つ]る,"Godan verb with ru ending, Transitive verb","to lure in, to tempt, to attract, to entice, to allure",jlpt-n4 jlpt-n4
用事,"tasks, things to do, errand, business (to take care of), affairs, engagement",用事[ようじ],Noun,,jlpt-n4 jlpt-n4
成るべく,"as much as possible, wherever practicable, if possible",成[な]るべく,Adverb,,jlpt-n4 jlpt-n1
届ける,"to deliver, to forward, to send",届[とど]ける,"Ichidan verb, Transitive verb","to report, to notify, to file notice (to the authorities), to give notice, to register",jlpt-n4 jlpt-n4
浅い,"shallow, superficial",浅[あさ]い,I-adjective,"slight (wound), light (sleep), pale (colour), inadequate (knowledge); short (time), early, young",jlpt-n4 jlpt-n4
苛める,"to ill-treat, to bully, to torment, to pick on, to tease, to be cruel to, to persecute",苛[いじ]める,"Ichidan verb, Transitive verb","to be tough on (e.g. one's body), to treat harshly",jlpt-n4 jlpt-n1
お土産,"present, souvenir",お 土産[みやげ],Noun,,jlpt-n4 jlpt-n4
床屋,"barbershop, barber",床屋[とこや],Noun,,jlpt-n4 jlpt-n2 jlpt-n4 jlpt-n2
拝見,"seeing, looking at",拝見[はいけん],"Noun, Suru verb",,jlpt-n4 jlpt-n2 jlpt-n4 jlpt-n2
足す,to add (numbers),足[た]す,"Godan verb with su ending, Transitive verb","to add (something), to top up (with something); to take care of (e.g. one's business)",jlpt-n4 jlpt-n4
お釣り,change (for a purchase),お 釣[つ]り,Noun,,jlpt-n4
予習,preparation for a lesson,予習[よしゅう],"Noun, Suru verb",,jlpt-n4 jlpt-n4
寝坊,"sleeping in late, oversleeping",寝坊[ねぼう],"Noun, Suru verb, Na-adjective, No-adjective","late riser, sleepyhead",jlpt-n4 jlpt-n4
沸く,"to grow hot (e.g. water), to boil",沸[わ]く,"Godan verb with ku ending, intransitive verb","to get excited (at), to erupt (in applause, cheering, etc.), to be in a ferment, to take place energetically; to ferment; to melt (of metal)",jlpt-n4 jlpt-n4
忘れ物,"lost article, something forgotten",忘[わす]れ 物[もの],Noun,,jlpt-n4 jlpt-n4
復習,"review, revision",復習[ふくしゅう],"Noun, Suru verb",,jlpt-n4 jlpt-n4
ご主人,"your husband, her husband",ご 主人[しゅじん],Noun,,jlpt-n4 jlpt-n4
再来月,month after next,再来月[さらいげつ],"Adverbial noun, Temporal noun",,jlpt-n4 jlpt-n2 jlpt-n4 jlpt-n2
再来週,week after next,再来週[さらいしゅう],"Adverbial noun, Temporal noun",,jlpt-n4 jlpt-n2 jlpt-n4 jlpt-n2
付く,"to be attached, to be connected with, to adhere, to stick, to cling",付[つ]く,"Godan verb with ku ending, intransitive verb","to remain imprinted, to scar, to stain, to dye; to bear (fruit, interest, etc.); to be acquired (of a habit, ability, etc.), to increase (of strength, etc.); to take root; to accompany, to attend, to follow, to study with; to side with, to belong to; to possess, to haunt; to be lit, to be lighted; to be settled, to be resolved, to be decided; to be given (of a name, price, etc.); to be sensed, to be perceived; to be lucky; to become (a state, condition, etc.)",jlpt-n4 jlpt-n4
変える,"to change, to alter, to transform, to convert, to turn, to vary",変[か]える,"Ichidan verb, Transitive verb","to reform, to revise, to amend",jlpt-n4 jlpt-n4
阿弗利加,Africa,阿弗利加[アフリカ],"Noun, No-adjective",,jlpt-n4
看護師,"(hospital) nurse, registered nurse, RN",看護師[かんごし],Noun,,jlpt-n4
降り出す,"to begin to rain, to begin to snow",降[ふ]り 出[だ]す,"Godan verb with su ending, intransitive verb",,jlpt-n4 jlpt-n4
けど,"but, however, although",けど,"Conjunction, Particle",,jlpt-n4 jlpt-n2 jlpt-n1
日,"day, days",日[ひ],"Adverbial noun, Temporal noun","sun, sunshine, sunlight; case (esp. unfortunate), event",jlpt-n4 jlpt-n4
大分,"considerably, greatly, a lot",大分[だいぶ],Adverb,,jlpt-n4 jlpt-n2 jlpt-n4 jlpt-n2
間,"space (between), gap, interval, distance",間[あいだ],"Adverbial noun, Noun","time (between), pause, break; span (temporal or spatial), stretch, period (while); relationship (between, among); members (within, among); due to, because of",jlpt-n4 jlpt-n4
親,"parent, parents, mother and father",親[おや],Noun,"dealer (in cards, mahjong, etc.), banker; founder, inventor; (pet) owner; key, parent (organization), main; ancestor, forefather",jlpt-n4 jlpt-n4
熱,heat,熱[ねつ],Noun,"fever, temperature; zeal, passion, enthusiasm; mania, craze, rage",jlpt-n4 jlpt-n4
運転手,"driver, chauffeur",運転手[うんてんしゅ],Noun,,jlpt-n4 jlpt-n4
木綿,cotton (material),木綿[もめん],Noun,red silk-cotton tree (Bombax ceiba),jlpt-n4 jlpt-n1 jlpt-n4 jlpt-n1
消しゴム,"eraser, India rubber",消[け]しゴム,Noun,,jlpt-n4 jlpt-n4
テニス,tennis,テニス,Noun,,jlpt-n4 jlpt-n4
ピアノ,piano,ピアノ,Noun,,jlpt-n4 jlpt-n4
コンピュータ,computer,コンピュータ,Noun,,jlpt-n4 jlpt-n3
周り,"circumference, girth",周[まわ]り,Noun,"surroundings, neighbourhood, neighborhood, vicinity",jlpt-n4 jlpt-n4
ケーキ,cake,ケーキ,Noun,,jlpt-n4 jlpt-n4
ビル,"multi-floor building, multi-storey building",ビル,Noun,bill,jlpt-n4 jlpt-n4
カーテン,"curtain, curtains",カーテン,Noun,,jlpt-n4 jlpt-n4
ガソリン,"gasoline, petrol",ガソリン,Noun,,jlpt-n4 jlpt-n4
アルコール,alcohol,アルコール,"Noun, No-adjective",,jlpt-n4 jlpt-n4
サンドイッチ,sandwich,サンドイッチ,Noun,,jlpt-n4 jlpt-n4
オートバイ,motorcycle,オートバイ,Noun,,jlpt-n4 jlpt-n4
サラダ,salad,サラダ,Noun,,jlpt-n4 jlpt-n4
ソフト,soft,ソフト,"Na-adjective, No-adjective","software; soft hat, felt hat; soft serve ice cream; softball",jlpt-n4 jlpt-n4
テキスト,text,テキスト,Noun,textbook,jlpt-n4 jlpt-n4
ガソリンスタンド,"gas station, petrol station",ガソリンスタンド,Noun,,jlpt-n4 jlpt-n4
ジャム,jam,ジャム,Noun,,jlpt-n4 jlpt-n4
ステレオ,stereo,ステレオ,Noun,,jlpt-n4 jlpt-n4
アナウンサー,"announcer, presenter, broadcaster, reporter",アナウンサー,Noun,in-house television talent who does on-location fluff pieces for variety shows,jlpt-n4 jlpt-n4
パート,part,パート,Noun,part-timer; part-time (work),jlpt-n4 jlpt-n4
アクセサリー,accessory,アクセサリー,Noun,,jlpt-n4 jlpt-n4
エスカレーター,escalator,エスカレーター,Noun,,jlpt-n4 jlpt-n4
あっ,"ah, oh",あっ,,hey!,jlpt-n4 jlpt-n4
スーツケース,suitcase,スーツケース,Noun,,jlpt-n4 jlpt-n4
ステーキ,steak,ステーキ,Noun,,jlpt-n4 jlpt-n4
アジア,Asia,アジア,"Noun, No-adjective",,jlpt-n4 jlpt-n4
チェック,"check, plaid, checkered",チェック,"Noun, No-adjective","checking, monitoring, looking over, scrutinizing, inspecting; check (banking), cheque, bill (restaurant); check (chess)",jlpt-n4
サンダル,sandal,サンダル,Noun,,jlpt-n4 jlpt-n4
スクリーン,screen,スクリーン,Noun,,jlpt-n4 jlpt-n4
一杯,"amount necessary to fill a container (e.g. cupful, spoonful, etc.), drink (usu. alcoholic)",一杯[いっぱい],"Noun, No-adjective","full; one squid, octopus, crab, etc., one boat; fully, to capacity; a lot, much; all of ..., the entire ...",jlpt-n4
用,"business, task, errand, engagement",用[よう],Noun,"use, purpose; for the use of ..., used for ..., made for ...; call of nature, excretion",jlpt-n4 jlpt-n4
レジ,(cash) register,レジ,Noun,cashier,jlpt-n4 jlpt-n4
内,"inside, within",内[うち],"Noun, No-adjective","while; among, amongst, between; we, our; my spouse; imperial palace grounds; emperor; I, me",jlpt-n4 jlpt-n3 jlpt-n4 jlpt-n3
訳,"conclusion from reasoning, judgement or calculation based on something read or heard, reason, cause, meaning, circumstances, situation",訳[わけ],Noun,,jlpt-n4 jlpt-n4
お蔭,"grace (of God), benevolence (of Buddha), blessing",お 蔭[かげ],Noun,"assistance, help, aid; effects, influence",jlpt-n4 jlpt-n1
もう直ぐ,"soon, shortly, before long, nearly, almost",もう 直[す]ぐ,"Expression, Adverb",,jlpt-n4
包む,"to wrap up, to tuck in, to pack, to do up, to cover with, to dress in",包[つつ]む,"Godan verb with mu ending, Transitive verb","to conceal, to hide, to be engulfed in, to be enveloped by",jlpt-n4 jlpt-n2 jlpt-n1 jlpt-n4 jlpt-n2 jlpt-n1
国際,international,国際[こくさい],"No-adjective, Noun",,jlpt-n4 jlpt-n4
毛,hair,毛[け],Noun,"fur, wool; down, plumage, feathers",jlpt-n4 jlpt-n4
泳ぎ方,way of swimming,泳[およ]ぎ 方[かた],Noun,,jlpt-n4 jlpt-n4
都,"metropolitan, municipal",都[と],"Noun, No-adjective",,jlpt-n4 jlpt-n4
家内,(my) wife,家内[かない],Noun,"inside the home, one's family",jlpt-n4 jlpt-n4
お見舞い,"calling on someone who is ill, enquiry, inquiry",お 見舞[みま]い,Noun,,jlpt-n4 jlpt-n4
そう,"so, really, seeming",そう,Adverb,"appearing that, seeming that, looking like, having the appearance of",jlpt-n4 jlpt-n3 jlpt-n4 jlpt-n3
そんな,"such (about the actions of the listener, or about ideas expressed or understood by the listener), like that, that sort of",そんな,Pre-noun adjectival,,jlpt-n4 jlpt-n4
若し,"if, in case, supposing",若[も]し,Adverb,,jlpt-n4 jlpt-n1
非常に,"very, extremely, exceedingly",非常[ひじょう]に,Adverb,,jlpt-n4 jlpt-n4
だから,"so, therefore",だから,Conjunction,,jlpt-n4 jlpt-n3 jlpt-n4 jlpt-n3
はっきり,"clearly, plainly, distinctly",はっきり,"Adverb, Adverb taking the 'to' particle","to be clear, to be definite, to be certain, to be exact, to become clear, to clear up",jlpt-n4 jlpt-n4
すっかり,"all, completely, totally, entirely, thoroughly",すっかり,"Adverb, Adverb taking the 'to' particle",,jlpt-n4 jlpt-n4
コンサート,concert,コンサート,Noun,,jlpt-n4 jlpt-n4
やっと,"at last, at length",やっと,Adverb,"barely, narrowly, just, by the skin of one's teeth",jlpt-n4 jlpt-n4
あんな,"such (about something or someone distant from both speaker and listener, or about a situation unfamiliar to both speaker and listener), so, that, sort of",あんな,Pre-noun adjectival,,jlpt-n4 jlpt-n4
プレゼント,"present, gift",プレゼント,Noun,to give a present or gift,jlpt-n4 jlpt-n4
タイプ,"type, kind, sort, style",タイプ,Noun,"type (of person), (ideal) type, one's type; typewriter; typing",jlpt-n4 jlpt-n4
レポート,"report, paper",レポート,"Noun, Suru verb",reportage,jlpt-n4 jlpt-n3 jlpt-n2 jlpt-n4 jlpt-n3 jlpt-n2
そろそろ,"slowly, quietly, steadily, gradually, gingerly",そろそろ,"Adverb, Adverb taking the 'to' particle","soon, momentarily, before long, any time now",jlpt-n4 jlpt-n4
ベル,bell,ベル,Noun,"bel, B",jlpt-n4 jlpt-n4
いらっしゃる,"to come, to go, to be (somewhere)",いらっしゃる,"Godan verb - aru special class, intransitive verb",to be (doing),jlpt-n4 jlpt-n4
其れで,"and, thereupon, because of that",其[そ]れで,Conjunction,,jlpt-n4 jlpt-n1
どんどん,"drumming (noise), beating, pounding, banging, booming, stamping",どんどん,"Adverb, Adverb taking the 'to' particle","rapidly, quickly, steadily; continuously, one after the other, in succession",jlpt-n4 jlpt-n4
スーツ,suit (clothing),スーツ,Noun,suit (playing cards),jlpt-n4 jlpt-n4
ちゃん,suffix for familiar person,ちゃん,Suffix,,jlpt-n4 jlpt-n4
ワープロ,word processor,ワープロ,Noun,,jlpt-n4 jlpt-n4
汚れる,"to get dirty, to become dirty",汚[よご]れる,"Ichidan verb, intransitive verb","to become sullied, to become corrupted, to lose one's chastity",jlpt-n4 jlpt-n4
パソコン,personal computer,パソコン,"Noun, No-adjective",,jlpt-n4 jlpt-n4
ご馳走,"feast, treating (someone)",ご 馳走[ちそう],Noun,"to treat (someone, e.g. to a meal)",jlpt-n4 jlpt-n2 jlpt-n1
この頃,"these days, nowadays, now, at present, recently, lately",この 頃[ごろ],"Adverbial noun, Temporal noun",,jlpt-n4 jlpt-n1
アルバイト,"part-time job, side job",アルバイト,"Noun, Suru verb",part-time worker; albite,jlpt-n4 jlpt-n4
ハンドバッグ,"handbag, purse",ハンドバッグ,Noun,,jlpt-n4 jlpt-n4
すると,"thereupon, hereupon",すると,Conjunction,,jlpt-n4 jlpt-n3 jlpt-n4 jlpt-n3
さっき,"some time ago, just now",さっき,"Adverbial noun, Noun",,jlpt-n4 jlpt-n4
其れに,"besides, in addition, also, moreover",其[そ]れに,Conjunction,,jlpt-n4 jlpt-n1
この間,"the other day, lately, recently, during this period",この 間[あいだ],"Temporal noun, Adverbial noun","meanwhile, in the meantime",jlpt-n4 jlpt-n1 jlpt-n4 jlpt-n1
ファックス,"fax, facsimile",ファックス,"Noun, Suru verb",fax machine,jlpt-n4 jlpt-n4
すっと,"straight, quickly, directly, all of a sudden",すっと,"Adverb, Suru verb","quietly, gently, softly; to feel refreshed, to feel satisfied",jlpt-n4 jlpt-n4
そんなに,"so much, so, like that",そんなに,Expression,,jlpt-n4 jlpt-n4
仰っしゃる,"to say, to speak, to tell, to talk",仰[お]っしゃる,"Godan verb - aru special class, Transitive verb",,jlpt-n4 jlpt-n1
うん,"yes, yeah, uh huh",うん,,"hum, hmmm, well, erm; oof",jlpt-n4 jlpt-n4
ああ,"like that (used for something or someone distant from both speaker and listener), so",ああ,Adverb,,jlpt-n4 jlpt-n4
ご覧になる,"to see, to look, to watch",ご 覧[らん]になる,"Expression, Godan verb with ru ending",to try to,jlpt-n4 jlpt-n4
変わる,"to change, to be transformed, to be altered, to vary",変[か]わる,"Godan verb with ru ending, intransitive verb","to move to; to be different, to be uncommon, to be unusual",jlpt-n4 jlpt-n4
久しぶり,"a long time (since the last time), first in a long time",久[ひさ]しぶり,"Na-adjective, No-adjective, Noun",,jlpt-n4 jlpt-n1 jlpt-n4 jlpt-n1
昼休み,"lunch break, noon recess, noon rest period",昼休[ひるやす]み,"Adverbial noun, Temporal noun",,jlpt-n4 jlpt-n4
二階建て,two-storied building,二階建[にかいだ]て,Noun,,jlpt-n4 jlpt-n4
斯う,"in this way, thus, such",斯[こ]う,Adverb,uh...,jlpt-n4
お出でになる,to be,お 出[い]でになる,"Expression, Godan verb with ru ending",to come; to go,jlpt-n4 jlpt-n1
お祭り,"festival, feast, carnival",お 祭[まつ]り,Noun,,jlpt-n4 jlpt-n4
端,"edge, tip, end",端[つま],Noun,gable wall; gable,jlpt-n4 jlpt-n4
